time,btc
2013-07-02 00:00:00,67.1281
2013-07-03 00:00:00,59.1872
2013-07-04 00:00:00,59.7792
2013-07-05 00:00:00,51.2984
2013-07-06 00:00:00,52.057
2013-07-07 00:00:00,56.5087
2013-07-08 00:00:00,58.1136
2013-07-09 00:00:00,57.7136
2013-07-10 00:00:00,65.9978
2013-07-11 00:00:00,70.2041
2013-07-12 00:00:00,67.6164
2013-07-13 00:00:00,69.9784
2013-07-14 00:00:00,69.1701
2013-07-15 00:00:00,71.3026
2013-07-16 00:00:00,71.0398
2013-07-17 00:00:00,68.9509
2013-07-18 00:00:00,65.1081
2013-07-19 00:00:00,65.4085
2013-07-20 00:00:00,65.2057
2013-07-21 00:00:00,65.0437
2013-07-22 00:00:00,65.5021
2013-07-23 00:00:00,65.9892
2013-07-24 00:00:00,66.2494
2013-07-25 00:00:00,67.8216
2013-07-26 00:00:00,68.4316
2013-07-27 00:00:00,67.098
2013-07-28 00:00:00,69.3614
2013-07-29 00:00:00,70.2551
2013-07-30 00:00:00,72.6135
2013-07-31 00:00:00,73.8145
2013-08-01 00:00:00,72.5204
2013-08-02 00:00:00,73.5564
2013-08-03 00:00:00,72.8642
2013-08-04 00:00:00,72.7376
2013-08-05 00:00:00,72.9734
2013-08-06 00:00:00,73.2315
2013-08-07 00:00:00,72.8867
2013-08-08 00:00:00,71.0947
2013-08-09 00:00:00,69.8062
2013-08-10 00:00:00,69.8827
2013-08-11 00:00:00,70.5836
2013-08-12 00:00:00,71.2942
2013-08-13 00:00:00,73.6152
2013-08-14 00:00:00,73.8297
2013-08-15 00:00:00,73.5616
2013-08-16 00:00:00,73.7209
2013-08-17 00:00:00,74.6914
2013-08-18 00:00:00,74.1534
2013-08-19 00:00:00,76.7487
2013-08-20 00:00:00,78.7578
2013-08-21 00:00:00,83.1088
2013-08-22 00:00:00,82.1467
2013-08-23 00:00:00,80.5138
2013-08-24 00:00:00,81.2438
2013-08-25 00:00:00,83.5453
2013-08-26 00:00:00,83.8631
2013-08-27 00:00:00,87.8372
2013-08-28 00:00:00,88.1179
2013-08-29 00:00:00,88.7382
2013-08-30 00:00:00,93.1854
2013-08-31 00:00:00,97.9458
2013-09-01 00:00:00,97.0904
2013-09-02 00:00:00,96.4906
2013-09-03 00:00:00,96.8493
2013-09-04 00:00:00,91.3508
2013-09-05 00:00:00,91.8866
2013-09-06 00:00:00,88.3304
2013-09-07 00:00:00,90.3363
2013-09-08 00:00:00,88.4926
2013-09-09 00:00:00,90.6332
2013-09-10 00:00:00,91.5685
2013-09-11 00:00:00,94.3032
2013-09-12 00:00:00,94.5686
2013-09-13 00:00:00,95.1639
2013-09-14 00:00:00,93.311
2013-09-15 00:00:00,93.3932
2013-09-16 00:00:00,93.749
2013-09-17 00:00:00,94.3131
2013-09-18 00:00:00,93.6891
2013-09-19 00:00:00,91.7398
2013-09-20 00:00:00,90.8565
2013-09-21 00:00:00,90.6824
2013-09-22 00:00:00,90.6417
2013-09-23 00:00:00,90.538
2013-09-24 00:00:00,90.9276
2013-09-25 00:00:00,91.2983
2013-09-26 00:00:00,91.4989
2013-09-27 00:00:00,91.329
2013-09-28 00:00:00,92.2534
2013-09-29 00:00:00,92.6963
2013-09-30 00:00:00,91.0223
2013-10-01 00:00:00,92.7858
2013-10-02 00:00:00,73.5603
2013-10-03 00:00:00,85.8838
2013-10-04 00:00:00,89.4046
2013-10-05 00:00:00,89.3587
2013-10-06 00:00:00,89.7261
2013-10-07 00:00:00,90.7575
2013-10-08 00:00:00,91.5999
2013-10-09 00:00:00,93.0477
2013-10-10 00:00:00,92.9543
2013-10-11 00:00:00,92.6268
2013-10-12 00:00:00,93.4094
2013-10-13 00:00:00,96.2078
2013-10-14 00:00:00,98.1013
2013-10-15 00:00:00,102.4608
2013-10-16 00:00:00,101.5506
2013-10-17 00:00:00,104.4686
2013-10-18 00:00:00,109.2936
2013-10-19 00:00:00,116.7808
2013-10-20 00:00:00,119.1726
2013-10-21 00:00:00,127.3619
2013-10-22 00:00:00,133.6403
2013-10-23 00:00:00,145.6692
2013-10-24 00:00:00,132.7345
2013-10-25 00:00:00,129.0098
2013-10-26 00:00:00,127.4308
2013-10-27 00:00:00,134.468
2013-10-28 00:00:00,136.2248
2013-10-29 00:00:00,144.1237
2013-10-30 00:00:00,141.6624
2013-10-31 00:00:00,145.6438
2013-11-01 00:00:00,146.5737
2013-11-02 00:00:00,148.8996
2013-11-03 00:00:00,153.313
2013-11-04 00:00:00,166.652
2013-11-05 00:00:00,177.6113
2013-11-06 00:00:00,187.7112
2013-11-07 00:00:00,211.141
2013-11-08 00:00:00,242.1997
2013-11-09 00:00:00,251.4581
2013-11-10 00:00:00,233.4401
2013-11-11 00:00:00,248.092
2013-11-12 00:00:00,260.0397
2013-11-13 00:00:00,291.5621
2013-11-14 00:00:00,305.2046
2013-11-15 00:00:00,303.1776
2013-11-16 00:00:00,317.7563
2013-11-17 00:00:00,352.9489
2013-11-18 00:00:00,499.3801
2013-11-19 00:00:00,400.29
2013-11-20 00:00:00,426.1276
2013-11-21 00:00:00,516.2023
2013-11-22 00:00:00,551.3231
2013-11-23 00:00:00,572.9054
2013-11-24 00:00:00,554.4268
2013-11-25 00:00:00,575.9612
2013-11-26 00:00:00,662.6825
2013-11-27 00:00:00,698.6103
2013-11-28 00:00:00,762.8329
2013-11-29 00:00:00,824.3691
2013-11-30 00:00:00,827.6007
2013-12-01 00:00:00,696.7701
2013-12-02 00:00:00,766.8847
2013-12-03 00:00:00,786.3031
2013-12-04 00:00:00,844.117
2013-12-05 00:00:00,762.1123
2013-12-06 00:00:00,608.5639
2013-12-07 00:00:00,506.7408
2013-12-08 00:00:00,579.997
2013-12-09 00:00:00,653.7386
2013-12-10 00:00:00,719.451
2013-12-11 00:00:00,640.7339
2013-12-12 00:00:00,636.8987
2013-12-13 00:00:00,653.6786
2013-12-14 00:00:00,631.3091
2013-12-15 00:00:00,640.3257
2013-12-16 00:00:00,517.7696
2013-12-17 00:00:00,496.597
2013-12-18 00:00:00,381.7649
2013-12-19 00:00:00,511.2503
2013-12-20 00:00:00,455.4998
2013-12-21 00:00:00,445.3431
2013-12-22 00:00:00,451.9255
2013-12-23 00:00:00,491.3922
2013-12-24 00:00:00,488.1119
2013-12-25 00:00:00,502.3711
2013-12-26 00:00:00,558.9192
2013-12-27 00:00:00,543.047
2013-12-28 00:00:00,531.3618
2013-12-29 00:00:00,541.1832
2013-12-30 00:00:00,547.0843
2013-12-31 00:00:00,550.8385
2014-01-01 00:00:00,560.0829
2014-01-02 00:00:00,591.3929
2014-01-03 00:00:00,610.7823
2014-01-04 00:00:00,632.1224
2014-01-05 00:00:00,691.5317
2014-01-06 00:00:00,697.9619
2014-01-07 00:00:00,595.3613
2014-01-08 00:00:00,633.4166
2014-01-09 00:00:00,632.8164
2014-01-10 00:00:00,647.2257
2014-01-11 00:00:00,681.0399
2014-01-12 00:00:00,638.8237
2014-01-13 00:00:00,627.6869
2014-01-14 00:00:00,622.952
2014-01-15 00:00:00,642.9534
2014-01-16 00:00:00,622.3077
2014-01-17 00:00:00,611.6701
2014-01-18 00:00:00,623.2049
2014-01-19 00:00:00,649.2958
2014-01-20 00:00:00,642.473
2014-01-21 00:00:00,644.7729
2014-01-22 00:00:00,637.7454
2014-01-23 00:00:00,623.9812
2014-01-24 00:00:00,603.2657
2014-01-25 00:00:00,630.1238
2014-01-26 00:00:00,643.4107
2014-01-27 00:00:00,595.6904
2014-01-28 00:00:00,610.7606
2014-01-29 00:00:00,612.9754
2014-01-30 00:00:00,624.042
2014-01-31 00:00:00,628.8669
2014-02-01 00:00:00,632.4033
2014-02-02 00:00:00,633.5225
2014-02-03 00:00:00,626.0828
2014-02-04 00:00:00,623.0605
2014-02-05 00:00:00,606.5312
2014-02-06 00:00:00,576.5257
2014-02-07 00:00:00,515.9869
2014-02-08 00:00:00,496.4562
2014-02-09 00:00:00,500.7082
2014-02-10 00:00:00,498.1905
2014-02-11 00:00:00,490.8495
2014-02-12 00:00:00,476.9315
2014-02-13 00:00:00,437.464
2014-02-14 00:00:00,479.5318
2014-02-15 00:00:00,471.344
2014-02-16 00:00:00,445.6487
2014-02-17 00:00:00,453.4532
2014-02-18 00:00:00,451.4878
2014-02-19 00:00:00,449.7534
2014-02-20 00:00:00,402.5302
2014-02-21 00:00:00,414.1531
2014-02-22 00:00:00,440.1442
2014-02-23 00:00:00,440.0676
2014-02-24 00:00:00,397.0689
2014-02-25 00:00:00,389.0128
2014-02-26 00:00:00,421.7003
2014-02-27 00:00:00,420.6228
2014-02-28 00:00:00,394.0981
2014-03-01 00:00:00,408.4486
2014-03-02 00:00:00,406.697
2014-03-03 00:00:00,481.3243
2014-03-04 00:00:00,482.9142
2014-03-05 00:00:00,481.7873
2014-03-06 00:00:00,475.2216
2014-03-07 00:00:00,451.0366
2014-03-08 00:00:00,443.4182
2014-03-09 00:00:00,456.3321
2014-03-10 00:00:00,450.9952
2014-03-11 00:00:00,453.8798
2014-03-12 00:00:00,454.137
2014-03-13 00:00:00,460.1272
2014-03-14 00:00:00,450.4924
2014-03-15 00:00:00,455.4963
2014-03-16 00:00:00,453.4727
2014-03-17 00:00:00,446.1334
2014-03-18 00:00:00,440.469
2014-03-19 00:00:00,440.4678
2014-03-20 00:00:00,425.714
2014-03-21 00:00:00,413.7972
2014-03-22 00:00:00,409.1966
2014-03-23 00:00:00,407.0357
2014-03-24 00:00:00,423.7174
2014-03-25 00:00:00,421.1522
2014-03-26 00:00:00,420.0045
2014-03-27 00:00:00,347.9366
2014-03-28 00:00:00,365.3441
2014-03-29 00:00:00,358.6131
2014-03-30 00:00:00,335.7251
2014-03-31 00:00:00,332.8924
2014-04-01 00:00:00,347.0832
2014-04-02 00:00:00,317.8218
2014-04-03 00:00:00,325.91
2014-04-04 00:00:00,327.5489
2014-04-05 00:00:00,339.2062
2014-04-06 00:00:00,336.2522
2014-04-07 00:00:00,324.6992
2014-04-08 00:00:00,326.5345
2014-04-09 00:00:00,317.7818
2014-04-10 00:00:00,259.827
2014-04-11 00:00:00,302.5334
2014-04-12 00:00:00,302.9619
2014-04-13 00:00:00,299.5209
2014-04-14 00:00:00,331.1347
2014-04-15 00:00:00,376.5292
2014-04-16 00:00:00,383.0179
2014-04-17 00:00:00,357.8976
2014-04-18 00:00:00,346.1906
2014-04-19 00:00:00,363.0771
2014-04-20 00:00:00,359.9581
2014-04-21 00:00:00,357.4785
2014-04-22 00:00:00,350.8942
2014-04-23 00:00:00,352.8501
2014-04-24 00:00:00,357.3473
2014-04-25 00:00:00,331.647
2014-04-26 00:00:00,328.0307
2014-04-27 00:00:00,316.4343
2014-04-28 00:00:00,315.4239
2014-04-29 00:00:00,320.9284
2014-04-30 00:00:00,320.9023
2014-05-01 00:00:00,328.1327
2014-05-02 00:00:00,319.6969
2014-05-03 00:00:00,312.8873
2014-05-04 00:00:00,312.7533
2014-05-05 00:00:00,309.3168
2014-05-06 00:00:00,306.4251
2014-05-07 00:00:00,315.7926
2014-05-08 00:00:00,316.0624
2014-05-09 00:00:00,325.239
2014-05-10 00:00:00,328.9309
2014-05-11 00:00:00,317.0608
2014-05-12 00:00:00,319.2314
2014-05-13 00:00:00,319.1128
2014-05-14 00:00:00,323.9424
2014-05-15 00:00:00,323.972
2014-05-16 00:00:00,325.0239
2014-05-17 00:00:00,325.5795
2014-05-18 00:00:00,324.2962
2014-05-19 00:00:00,323.7992
2014-05-20 00:00:00,352.8743
2014-05-21 00:00:00,357.1235
2014-05-22 00:00:00,382.6946
2014-05-23 00:00:00,384.7827
2014-05-24 00:00:00,383.7742
2014-05-25 00:00:00,417.4607
2014-05-26 00:00:00,424.8082
2014-05-27 00:00:00,417.6262
2014-05-28 00:00:00,419.8297
2014-05-29 00:00:00,415.6168
2014-05-30 00:00:00,455.603
2014-05-31 00:00:00,455.1324
2014-06-01 00:00:00,469.5503
2014-06-02 00:00:00,482.7147
2014-06-03 00:00:00,489.7262
2014-06-04 00:00:00,471.4551
2014-06-05 00:00:00,481.6548
2014-06-06 00:00:00,475.4471
2014-06-07 00:00:00,477.6918
2014-06-08 00:00:00,476.3651
2014-06-09 00:00:00,473.7061
2014-06-10 00:00:00,479.1401
2014-06-11 00:00:00,465.5454
2014-06-12 00:00:00,418.5315
2014-06-13 00:00:00,439.2353
2014-06-14 00:00:00,420.9868
2014-06-15 00:00:00,431.0577
2014-06-16 00:00:00,436.5474
2014-06-17 00:00:00,448.2049
2014-06-18 00:00:00,444.7696
2014-06-19 00:00:00,436.0756999999999
2014-06-20 00:00:00,433.9005999999998
2014-06-21 00:00:00,434.7746999999999
2014-06-22 00:00:00,437.7626000000001
2014-06-23 00:00:00,430.8946
2014-06-24 00:00:00,428.0937
2014-06-25 00:00:00,411.9293000000001
2014-06-26 00:00:00,425.7794
2014-06-27 00:00:00,438.3135999999998
2014-06-28 00:00:00,435.844
2014-06-29 00:00:00,438.5836000000001
2014-06-30 00:00:00,465.7549999999999
2014-07-01 00:00:00,470.7422000000001
2014-07-02 00:00:00,474.5740999999999
2014-07-03 00:00:00,470.4574
2014-07-04 00:00:00,461.3051999999999
2014-07-05 00:00:00,461.6362
2014-07-06 00:00:00,464.3142
2014-07-07 00:00:00,455.2904
2014-07-08 00:00:00,455.5074000000001
2014-07-09 00:00:00,454.7265
2014-07-10 00:00:00,452.0572000000001
2014-07-11 00:00:00,463.6025
2014-07-12 00:00:00,465.6495452166219
2014-07-13 00:00:00,461.2305697200996
2014-07-14 00:00:00,453.8625784547003
2014-07-15 00:00:00,456.1759999999997
2014-07-16 00:00:00,454.0595000000001
2014-07-17 00:00:00,460.5779
2014-07-18 00:00:00,463.612
2014-07-19 00:00:00,460.7655
2014-07-20 00:00:00,456.4957999999999
2014-07-21 00:00:00,458.4032999999999
2014-07-22 00:00:00,459.6492999999999
2014-07-23 00:00:00,459.0923
2014-07-24 00:00:00,445.5331
2014-07-25 00:00:00,446.6522000000001
2014-07-26 00:00:00,442.1278000000001
2014-07-27 00:00:00,439.5376
2014-07-28 00:00:00,435.5364
2014-07-29 00:00:00,433.7758
2014-07-30 00:00:00,418.6245
2014-07-31 00:00:00,435.5809874618477
2014-08-01 00:00:00,442.2970152326734
2014-08-02 00:00:00,438.0783978273382
2014-08-03 00:00:00,436.2022388863321
2014-08-04 00:00:00,436.8901527859167
2014-08-05 00:00:00,435.5323469120071
2014-08-06 00:00:00,435.91
2014-08-07 00:00:00,439.5162930788184
2014-08-08 00:00:00,440.5945601393859
2014-08-09 00:00:00,438.5102248194029
2014-08-10 00:00:00,439.1041768114258
2014-08-11 00:00:00,428.3716999999999
2014-08-12 00:00:00,424.277804386245
2014-08-13 00:00:00,406.815
2014-08-14 00:00:00,376.9832
2014-08-15 00:00:00,367.6390099768226
2014-08-16 00:00:00,388.848
2014-08-17 00:00:00,368.8615
2014-08-18 00:00:00,344.1769999999999
2014-08-19 00:00:00,363.4769000000001
2014-08-20 00:00:00,387.8003
2014-08-21 00:00:00,388.4215
2014-08-22 00:00:00,389.5314
2014-08-23 00:00:00,374.9809
2014-08-24 00:00:00,385.1618999999999
2014-08-25 00:00:00,379.4004000000002
2014-08-26 00:00:00,387.7934000000002
2014-08-27 00:00:00,386.9004
2014-08-28 00:00:00,384.5789
2014-08-29 00:00:00,387.0231
2014-08-30 00:00:00,381.8155
2014-08-31 00:00:00,365.6439
2014-09-01 00:00:00,362.4116
2014-09-02 00:00:00,361.4503
2014-09-03 00:00:00,361.0041999999999
2014-09-04 00:00:00,378.4687000000001
2014-09-05 00:00:00,370.7924
2014-09-06 00:00:00,372.4306
2014-09-07 00:00:00,371.0059
2014-09-08 00:00:00,365.2821000000001
2014-09-09 00:00:00,364.6609000000002
2014-09-10 00:00:00,369.2383
2014-09-11 00:00:00,368.6381
2014-09-12 00:00:00,365.431
2014-09-13 00:00:00,367.2063999999999
2014-09-14 00:00:00,366.1847
2014-09-15 00:00:00,365.6418
2014-09-16 00:00:00,357.1972
2014-09-17 00:00:00,353.9828000000001
2014-09-18 00:00:00,327.7892
2014-09-19 00:00:00,306.5091999999999
2014-09-20 00:00:00,318.3946
2014-09-21 00:00:00,309.0222000000001
2014-09-22 00:00:00,309.9989
2014-09-23 00:00:00,337.5989999999999
2014-09-24 00:00:00,329.3846
2014-09-25 00:00:00,319.8723
2014-09-26 00:00:00,317.633
2014-09-27 00:00:00,313.7995
2014-09-28 00:00:00,296.6569999999999
2014-09-29 00:00:00,294.0182
2014-09-30 00:00:00,306.5377999999999
2014-10-01 00:00:00,301.8390999999999
2014-10-02 00:00:00,293.4761
2014-10-03 00:00:00,284.6969
2014-10-04 00:00:00,262.0086000000001
2014-10-05 00:00:00,259.9349000000001
2014-10-06 00:00:00,259.7950000000001
2014-10-07 00:00:00,261.946
2014-10-08 00:00:00,277.6341
2014-10-09 00:00:00,282.5785999999999
2014-10-10 00:00:00,282.8867
2014-10-11 00:00:00,284.7667
2014-10-12 00:00:00,295.9048000000001
2014-10-13 00:00:00,303.8719
2014-10-14 00:00:00,314.9596
2014-10-15 00:00:00,305.8929000000002
2014-10-16 00:00:00,296.3983
2014-10-17 00:00:00,298.0338
2014-10-18 00:00:00,304.9562
2014-10-19 00:00:00,303.333
2014-10-20 00:00:00,296.7511000000001
2014-10-21 00:00:00,300.8437000000001
2014-10-22 00:00:00,300.0464
2014-10-23 00:00:00,281.5824999999999
2014-10-24 00:00:00,279.6444000000001
2014-10-25 00:00:00,273.8909639704427
2014-10-26 00:00:00,276.2912000000001
2014-10-27 00:00:00,274.2988999999999
2014-10-28 00:00:00,276.0514
2014-10-29 00:00:00,263.6196
2014-10-30 00:00:00,272.5111000000001
2014-10-31 00:00:00,268.7324799126157
2014-11-01 00:00:00,258.6684999999999
2014-11-02 00:00:00,258.8971
2014-11-03 00:00:00,259.463
2014-11-04 00:00:00,261.3799999999999
2014-11-05 00:00:00,270.2151000000001
2014-11-06 00:00:00,281.0090000000001
2014-11-07 00:00:00,273.9715
2014-11-08 00:00:00,276.5776
2014-11-09 00:00:00,291.5803032812747
2014-11-10 00:00:00,293.0658
2014-11-11 00:00:00,293.5611000000001
2014-11-12 00:00:00,336.4039
2014-11-13 00:00:00,333.1301000000001
2014-11-14 00:00:00,315.5742999999999
2014-11-15 00:00:00,301.4361
2014-11-16 00:00:00,309.6555000000001
2014-11-17 00:00:00,309.1463
2014-11-18 00:00:00,299.1138000000001
2014-11-19 00:00:00,300.2980999999999
2014-11-20 00:00:00,283.5785283963762
2014-11-21 00:00:00,281.9612882370297
2014-11-22 00:00:00,283.7089000000001
2014-11-23 00:00:00,296.4814
2014-11-24 00:00:00,303.6254000000001
2014-11-25 00:00:00,300.8208999999999
2014-11-26 00:00:00,292.4577
2014-11-27 00:00:00,295.618
2014-11-28 00:00:00,302.7551
2014-11-29 00:00:00,301.3118000000001
2014-11-30 00:00:00,302.5289999999999
2014-12-01 00:00:00,304.2481
2014-12-02 00:00:00,307.67
2014-12-03 00:00:00,303.249
2014-12-04 00:00:00,297.1417000000001
2014-12-05 00:00:00,305.4698999999999
2014-12-06 00:00:00,303.2721
2014-12-07 00:00:00,303.9091
2014-12-08 00:00:00,293.4558
2014-12-09 00:00:00,283.5784
2014-12-10 00:00:00,278.7743970124147
2014-12-11 00:00:00,279.6274000000001
2014-12-12 00:00:00,282.0964
2014-12-13 00:00:00,278.825
2014-12-14 00:00:00,280.8137
2014-12-15 00:00:00,276.9755999999999
2014-12-16 00:00:00,262.5815
2014-12-17 00:00:00,258.4455
2014-12-18 00:00:00,252.1261
2014-12-19 00:00:00,259.6337
2014-12-20 00:00:00,268.8796
2014-12-21 00:00:00,261.4033
2014-12-22 00:00:00,269.6127999999999
2014-12-23 00:00:00,274.2086
2014-12-24 00:00:00,264.0969
2014-12-25 00:00:00,260.3037
2014-12-26 00:00:00,268.8986760961296
2014-12-27 00:00:00,258.1096
2014-12-28 00:00:00,259.8548999999999
2014-12-29 00:00:00,257.1213
2014-12-30 00:00:00,255.0623
2014-12-31 00:00:00,262.3083
2015-01-01 00:00:00,259.4463
2015-01-02 00:00:00,262.0648
2015-01-03 00:00:00,238.7939
2015-01-04 00:00:00,218.5517
2015-01-05 00:00:00,228.9529
2015-01-06 00:00:00,240.3053
2015-01-07 00:00:00,249.9359
2015-01-08 00:00:00,241.1556000000001
2015-01-09 00:00:00,244.632
2015-01-10 00:00:00,231.8223
2015-01-11 00:00:00,225.3083
2015-01-12 00:00:00,226.7281552063614
2015-01-13 00:00:00,188.0466
2015-01-14 00:00:00,147.0435
2015-01-15 00:00:00,181.0903
2015-01-16 00:00:00,177.8099
2015-01-17 00:00:00,172.4609
2015-01-18 00:00:00,180.7395
2015-01-19 00:00:00,184.8578
2015-01-20 00:00:00,182.1826
2015-01-21 00:00:00,192.8777
2015-01-22 00:00:00,204.2367
2015-01-23 00:00:00,207.8193
2015-01-24 00:00:00,221.3808
2015-01-25 00:00:00,227.9513
2015-01-26 00:00:00,240.8514
2015-01-27 00:00:00,230.6236
2015-01-29 00:00:00,205.4437273411613
2015-01-30 00:00:00,202.6938
2015-01-31 00:00:00,193.1623
2015-02-01 00:00:00,200.3275
2015-02-02 00:00:00,211.7552
2015-02-03 00:00:00,196.9672
2015-02-04 00:00:00,198.8014
2015-02-05 00:00:00,188.9357
2015-02-06 00:00:00,196.6339
2015-02-07 00:00:00,200.8036
2015-02-08 00:00:00,197.034
2015-02-09 00:00:00,194.3346
2015-02-10 00:00:00,194.9827
2015-02-11 00:00:00,193.2637000000001
2015-02-12 00:00:00,194.7331638749579
2015-02-13 00:00:00,206.9353000000001
2015-02-14 00:00:00,227.6952
2015-02-15 00:00:00,204.4114
2015-02-16 00:00:00,207.8562
2015-02-17 00:00:00,212.4634
2015-02-18 00:00:00,205.7538
2015-02-19 00:00:00,211.3669
2015-02-20 00:00:00,214.4932
2015-02-21 00:00:00,214.521
2015-02-22 00:00:00,206.8919
2015-02-23 00:00:00,210.0681
2015-02-24 00:00:00,210.5597
2015-02-25 00:00:00,208.8981
2015-02-26 00:00:00,210.9518954323574
2015-02-27 00:00:00,227.3188
2015-02-28 00:00:00,226.5015
2015-03-01 00:00:00,230.4451
2015-03-02 00:00:00,241.4109
2015-03-03 00:00:00,251.04
2015-03-04 00:00:00,245.8887
2015-03-05 00:00:00,249.114
2015-03-06 00:00:00,251.1559000000001
2015-03-07 00:00:00,254.1468916954043
2015-03-08 00:00:00,253.5041
2015-03-09 00:00:00,266.6467000000001
2015-03-10 00:00:00,271.6451
2015-03-11 00:00:00,280.6255
2015-03-12 00:00:00,276.7193
2015-03-13 00:00:00,274.4155
2015-03-14 00:00:00,268.1774
2015-03-15 00:00:00,271.8774
2015-03-16 00:00:00,274.5058
2015-03-17 00:00:00,268.4546000000001
2015-03-18 00:00:00,235.9938
2015-03-19 00:00:00,243.8185
2015-03-20 00:00:00,241.1405
2015-03-21 00:00:00,239.7749
2015-03-22 00:00:00,246.8166
2015-03-23 00:00:00,242.7998
2015-03-24 00:00:00,224.2121
2015-03-25 00:00:00,224.5762000000001
2015-03-26 00:00:00,227.6376
2015-03-27 00:00:00,226.9413
2015-03-28 00:00:00,231.4426
2015-03-29 00:00:00,222.1861
2015-03-30 00:00:00,227.6867999999999
2015-03-31 00:00:00,226.6677
2015-04-01 00:00:00,229.1145
2015-04-02 00:00:00,231.933
2015-04-03 00:00:00,231.5829
2015-04-04 00:00:00,231.2894
2015-04-05 00:00:00,236.1752
2015-04-06 00:00:00,233.66
2015-04-07 00:00:00,233.9768
2015-04-08 00:00:00,226.543
2015-04-09 00:00:00,227.9947102052686
2015-04-10 00:00:00,221.2241
2015-04-11 00:00:00,223.0758
2015-04-12 00:00:00,222.3424
2015-04-13 00:00:00,211.8623
2015-04-14 00:00:00,204.5474
2015-04-15 00:00:00,208.8902999999999
2015-04-16 00:00:00,211.8932
2015-04-17 00:00:00,205.8146278528044
2015-04-18 00:00:00,206.3095
2015-04-19 00:00:00,206.2195
2015-04-20 00:00:00,208.8389
2015-04-21 00:00:00,218.5902
2015-04-22 00:00:00,218.0277
2015-04-23 00:00:00,217.3661
2015-04-24 00:00:00,212.4327999999999
2015-04-25 00:00:00,207.8057
2015-04-26 00:00:00,201.0864999999999
2015-04-27 00:00:00,210.1601999999999
2015-04-28 00:00:00,205.7402
2015-04-29 00:00:00,203.2886
2015-04-30 00:00:00,210.6603
2015-05-01 00:00:00,207.8604
2015-05-02 00:00:00,209.9694
2015-05-03 00:00:00,214.3624
2015-05-04 00:00:00,214.3843999999999
2015-05-05 00:00:00,211.0332
2015-05-06 00:00:00,202.6105999999999
2015-05-07 00:00:00,210.6379
2015-05-08 00:00:00,217.3425
2015-05-09 00:00:00,215.4439999999999
2015-05-10 00:00:00,213.977
2015-05-11 00:00:00,216.8868
2015-05-12 00:00:00,215.332
2015-05-13 00:00:00,208.1216
2015-05-14 00:00:00,207.3958
2015-05-15 00:00:00,207.1874
2015-05-16 00:00:00,206.3839
2015-05-17 00:00:00,206.3328
2015-05-18 00:00:00,205.4602
2015-05-19 00:00:00,208.1174
2015-05-20 00:00:00,210.9788
2015-05-21 00:00:00,211.9302
2015-05-22 00:00:00,218.5423
2015-05-23 00:00:00,217.0603938511383
2015-05-24 00:00:00,219.3239000000001
2015-05-25 00:00:00,216.2722
2015-05-26 00:00:00,218.1884
2015-05-27 00:00:00,217.6251
2015-05-28 00:00:00,216.5518
2015-05-29 00:00:00,216.1228
2015-05-30 00:00:00,212.828
